classic_metric,mapped_metric,confidence,score,method,reason,candidate_count,candidates,notes
ext:cloud.aws.kafka.kafkaDataLogsDiskUsedByBrokerID,cloud.aws.kafka.kafka_app_logs_disk_used_by_broker_id,medium,88,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 88, ""gen3_metric"": ""cloud.aws.kafka.kafka_app_logs_disk_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 85, ""gen3_metric"": ""cloud.aws.kafka.kafka_app_logs_disk_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 73, ""gen3_metric"": ""cloud.aws.kafka.swap_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 71, ""gen3_metric"": ""cloud.aws.kafka.memory_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 70, ""gen3_metric"": ""cloud.aws.kafka.swap_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.kafkaDataLogsDiskUsedSumByBrokerID,cloud.aws.kafka.kafka_app_logs_disk_used_sum_by_broker_id,medium,88,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 88, ""gen3_metric"": ""cloud.aws.kafka.kafka_app_logs_disk_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 85, ""gen3_metric"": ""cloud.aws.kafka.kafka_app_logs_disk_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 74, ""gen3_metric"": ""cloud.aws.kafka.swap_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 72, ""gen3_metric"": ""cloud.aws.kafka.memory_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 70, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.maxOffsetLagByConsumerGroupTopic,cloud.aws.kafka.max_offset_lag_by_consumer_group_topic,medium,94,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",3,"[{""sort_index"": null, ""score"": 94, ""gen3_metric"": ""cloud.aws.kafka.max_offset_lag_by_consumer_group_topic"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 91, ""gen3_metric"": ""cloud.aws.kafka.max_offset_lag_sum_by_consumer_group_topic"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 90, ""gen3_metric"": ""cloud.aws.kafka.sum_offset_lag_by_consumer_group_topic"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.maxOffsetLagSumByConsumerGroupTopic,cloud.aws.kafka.max_offset_lag_sum_by_consumer_group_topic,medium,94,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",3,"[{""sort_index"": null, ""score"": 94, ""gen3_metric"": ""cloud.aws.kafka.max_offset_lag_sum_by_consumer_group_topic"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 91, ""gen3_metric"": ""cloud.aws.kafka.max_offset_lag_by_consumer_group_topic"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 88, ""gen3_metric"": ""cloud.aws.kafka.sum_offset_lag_by_consumer_group_topic"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.memoryBufferedByBrokerID,cloud.aws.kafka.memory_free_by_broker_id,medium,88,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 88, ""gen3_metric"": ""cloud.aws.kafka.memory_free_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 88, ""gen3_metric"": ""cloud.aws.kafka.memory_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 83, ""gen3_metric"": ""cloud.aws.kafka.memory_free_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 83, ""gen3_metric"": ""cloud.aws.kafka.memory_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 75, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.memoryBufferedSumByBrokerID,cloud.aws.kafka.memory_free_sum_by_broker_id,medium,87,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 87, ""gen3_metric"": ""cloud.aws.kafka.memory_free_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 87, ""gen3_metric"": ""cloud.aws.kafka.memory_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 84, ""gen3_metric"": ""cloud.aws.kafka.memory_free_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 84, ""gen3_metric"": ""cloud.aws.kafka.memory_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 76, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.memoryCachedByBrokerID,cloud.aws.kafka.memory_used_by_broker_id,medium,87,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 87, ""gen3_metric"": ""cloud.aws.kafka.memory_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 85, ""gen3_metric"": ""cloud.aws.kafka.memory_free_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 83, ""gen3_metric"": ""cloud.aws.kafka.memory_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 80, ""gen3_metric"": ""cloud.aws.kafka.memory_free_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 76, ""gen3_metric"": ""cloud.aws.kafka.swap_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.memoryCachedSumByBrokerID,cloud.aws.kafka.memory_used_sum_by_broker_id,medium,87,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 87, ""gen3_metric"": ""cloud.aws.kafka.memory_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 85, ""gen3_metric"": ""cloud.aws.kafka.memory_free_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 84, ""gen3_metric"": ""cloud.aws.kafka.memory_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 81, ""gen3_metric"": ""cloud.aws.kafka.memory_free_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 77, ""gen3_metric"": ""cloud.aws.kafka.swap_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.memoryFreeByBrokerID,cloud.aws.kafka.memory_free_by_broker_id,high,95,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 95, ""gen3_metric"": ""cloud.aws.kafka.memory_free_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 90, ""gen3_metric"": ""cloud.aws.kafka.memory_free_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 87, ""gen3_metric"": ""cloud.aws.kafka.memory_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 82, ""gen3_metric"": ""cloud.aws.kafka.memory_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 77, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.memoryFreeSumByBrokerID,cloud.aws.kafka.memory_free_sum_by_broker_id,medium,94,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 94, ""gen3_metric"": ""cloud.aws.kafka.memory_free_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 91, ""gen3_metric"": ""cloud.aws.kafka.memory_free_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 87, ""gen3_metric"": ""cloud.aws.kafka.memory_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 84, ""gen3_metric"": ""cloud.aws.kafka.memory_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 78, ""gen3_metric"": ""cloud.aws.kafka.cpu_user_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.memoryUsedByBrokerID,cloud.aws.kafka.memory_used_by_broker_id,high,95,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 95, ""gen3_metric"": ""cloud.aws.kafka.memory_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 90, ""gen3_metric"": ""cloud.aws.kafka.memory_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 87, ""gen3_metric"": ""cloud.aws.kafka.memory_free_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 82, ""gen3_metric"": ""cloud.aws.kafka.memory_free_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 81, ""gen3_metric"": ""cloud.aws.kafka.swap_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.memoryUsedSumByBrokerID,cloud.aws.kafka.memory_used_sum_by_broker_id,medium,94,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 94, ""gen3_metric"": ""cloud.aws.kafka.memory_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 91, ""gen3_metric"": ""cloud.aws.kafka.memory_used_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 87, ""gen3_metric"": ""cloud.aws.kafka.memory_free_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 84, ""gen3_metric"": ""cloud.aws.kafka.memory_free_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 81, ""gen3_metric"": ""cloud.aws.kafka.swap_used_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.networkRxDroppedByBrokerID,cloud.aws.kafka.network_tx_dropped_by_broker_id,medium,92,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 92, ""gen3_metric"": ""cloud.aws.kafka.network_tx_dropped_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 90, ""gen3_metric"": ""cloud.aws.kafka.network_rx_dropped_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 82, ""gen3_metric"": ""cloud.aws.kafka.network_tx_errors_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 81, ""gen3_metric"": ""cloud.aws.kafka.network_tx_packets_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 76, ""gen3_metric"": ""cloud.aws.kafka.memory_free_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.networkRxDroppedSumByBrokerID,cloud.aws.kafka.network_rx_dropped_sum_by_broker_id,medium,94,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 94, ""gen3_metric"": ""cloud.aws.kafka.network_rx_dropped_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 89, ""gen3_metric"": ""cloud.aws.kafka.network_tx_dropped_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 81, ""gen3_metric"": ""cloud.aws.kafka.network_tx_errors_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 80, ""gen3_metric"": ""cloud.aws.kafka.network_tx_packets_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 76, ""gen3_metric"": ""cloud.aws.kafka.memory_free_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
ext:cloud.aws.kafka.networkRxErrorsByBrokerID,cloud.aws.kafka.network_tx_errors_by_broker_id,medium,92,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka",5,"[{""sort_index"": null, ""score"": 92, ""gen3_metric"": ""cloud.aws.kafka.network_tx_errors_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 83, ""gen3_metric"": ""cloud.aws.kafka.network_rx_dropped_sum_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 82, ""gen3_metric"": ""cloud.aws.kafka.network_tx_dropped_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 82, ""gen3_metric"": ""cloud.aws.kafka.network_tx_packets_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}, {""sort_index"": null, ""score"": 77, ""gen3_metric"": ""cloud.aws.kafka.memory_free_by_broker_id"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: aws, cloud, kafka""}]",
